customer_code,segment,lifetime_value,orders_count,successful_payments,failed_payments,previous_recovery_success,contact_count
CUST_01181,unresponsive,7273.72,5,4,1,0.25,0
CUST_01182,unresponsive,5654.88,5,4,1,0.25,0
CUST_01183,reliable,6142.48,5,5,0,0.75,0
CUST_01184,unresponsive,2034.65,3,1,2,0.25,0
CUST_01185,reliable,18516.1,8,8,0,0.75,0
CUST_01186,reliable,15065.49,8,8,0,0.75,0
CUST_01187,frequent_failure,15052.58,13,9,4,0.35,0
CUST_01188,unresponsive,12656.89,7,6,1,0.25,0
CUST_01189,price_sensitive,2679.36,4,2,2,0.6,0
CUST_01190,price_sensitive,5949.86,8,5,3,0.6,0
CUST_01191,high_value,69190.61,7,7,0,0.8,0
CUST_01192,occasional,1358.55,1,1,0,0.55,0
CUST_01193,reliable,17842.45,14,14,0,0.75,0
CUST_01194,reliable,8261.16,6,5,1,0.75,0
CUST_01195,occasional,7206.53,5,5,0,0.55,0
CUST_01196,unresponsive,3040.69,4,4,0,0.25,0
CUST_01197,price_sensitive,3012.97,3,2,1,0.6,0
CUST_01198,unresponsive,7049.29,8,7,1,0.25,0
CUST_01199,frequent_failure,4212.85,11,6,5,0.35,0
CUST_01200,reliable,13501.95,8,7,1,0.75,0
CUST_01201,unresponsive,7641.56,4,4,0,0.25,0
CUST_01202,reliable,16252.11,9,8,1,0.75,0
CUST_01203,price_sensitive,2592.3,6,5,1,0.6,0
CUST_01204,occasional,5006.54,4,4,0,0.55,0
CUST_01205,occasional,9442.93,6,6,0,0.55,0
CUST_01206,occasional,4866.86,3,3,0,0.55,0
CUST_01207,occasional,14126.46,9,9,0,0.55,0
CUST_01208,occasional,7468.08,6,5,1,0.55,0
CUST_01209,reliable,17354.76,7,7,0,0.75,0
CUST_01210,occasional,4261.29,5,5,0,0.55,0
CUST_01211,reliable,6304.16,6,6,0,0.75,0
CUST_01212,occasional,2797.56,5,4,1,0.55,0
CUST_01213,frequent_failure,8219.19,7,5,2,0.35,0
CUST_01214,occasional,5714.58,4,4,0,0.55,0
CUST_01215,high_value,58975.71,10,8,2,0.8,0
CUST_01216,unresponsive,5978.52,4,4,0,0.25,0
CUST_01217,unresponsive,7256.11,6,6,0,0.25,0
CUST_01218,reliable,11232.73,7,6,1,0.75,0
CUST_01219,reliable,5140.85,5,5,0,0.75,0
CUST_01220,reliable,6515.0,3,3,0,0.75,0
CUST_01221,price_sensitive,2471.42,3,3,0,0.6,0
CUST_01222,high_value,0.0,1,0,1,0.8,0
CUST_01223,price_sensitive,472.22,2,2,0,0.6,0
CUST_01224,reliable,17257.53,10,8,2,0.75,0
CUST_01225,high_value,18277.42,4,3,1,0.8,0
CUST_01226,occasional,7900.16,5,5,0,0.55,0
CUST_01227,high_value,70005.98,8,8,0,0.8,0
CUST_01228,high_value,36824.15,8,8,0,0.8,0
CUST_01229,occasional,10097.66,7,6,1,0.55,0
CUST_01230,frequent_failure,7547.32,9,6,3,0.35,0
CUST_01231,price_sensitive,5683.94,4,4,0,0.6,0
CUST_01232,price_sensitive,7684.11,6,5,1,0.6,0
CUST_01233,price_sensitive,5205.85,6,5,1,0.6,0
CUST_01234,unresponsive,1209.22,1,1,0,0.25,0
CUST_01235,price_sensitive,5798.47,6,4,2,0.6,0
CUST_01236,reliable,5555.86,3,3,0,0.75,0
CUST_01237,reliable,28502.72,12,12,0,0.75,0
CUST_01238,occasional,1378.7,2,1,1,0.55,0
CUST_01239,occasional,1578.83,2,2,0,0.55,0
CUST_01240,reliable,10425.63,7,7,0,0.75,0
CUST_01241,reliable,11055.65,8,8,0,0.75,0
CUST_01242,occasional,10777.62,6,6,0,0.55,0
CUST_01243,occasional,6944.59,8,8,0,0.55,0
CUST_01244,occasional,9317.91,8,8,0,0.55,0
CUST_01245,reliable,15976.16,8,8,0,0.75,0
CUST_01246,unresponsive,1934.1,1,1,0,0.25,0
CUST_01247,reliable,11730.88,8,7,1,0.75,0
CUST_01248,unresponsive,4857.98,6,4,2,0.25,0
CUST_01249,unresponsive,9140.97,7,5,2,0.25,0
CUST_01250,price_sensitive,8240.78,6,6,0,0.6,0
CUST_01251,occasional,5948.45,4,4,0,0.55,0
CUST_01252,occasional,2526.19,3,2,1,0.55,0
CUST_01253,price_sensitive,5930.13,5,5,0,0.6,0
CUST_01254,high_value,68606.51,8,8,0,0.8,0
CUST_01255,unresponsive,6126.0,4,3,1,0.25,0
CUST_01256,occasional,7607.18,6,6,0,0.55,0
CUST_01257,unresponsive,4594.58,4,3,1,0.25,0
CUST_01258,price_sensitive,4327.28,4,4,0,0.6,0
CUST_01259,occasional,2142.3,2,2,0,0.55,0
CUST_01260,occasional,3835.48,9,5,4,0.55,0
CUST_01261,reliable,13641.88,7,6,1,0.75,0
CUST_01262,reliable,9706.78,11,10,1,0.75,0
CUST_01263,reliable,8906.28,6,6,0,0.75,0
CUST_01264,unresponsive,3561.59,3,3,0,0.25,0
CUST_01265,occasional,5435.85,4,3,1,0.55,0
CUST_01266,high_value,45352.11,9,9,0,0.8,0
CUST_01267,occasional,5596.28,3,3,0,0.55,0
CUST_01268,reliable,6275.93,6,6,0,0.75,0
CUST_01269,reliable,9660.67,8,7,1,0.75,0
CUST_01270,occasional,11450.01,7,7,0,0.55,0
CUST_01271,occasional,6190.21,5,5,0,0.55,0
CUST_01272,occasional,10340.26,9,8,1,0.55,0
CUST_01273,reliable,10037.02,6,6,0,0.75,0
CUST_01274,occasional,3756.21,4,3,1,0.55,0
CUST_01275,reliable,15691.88,12,9,3,0.75,0
CUST_01276,occasional,3727.86,4,4,0,0.55,0
CUST_01277,occasional,7379.84,6,6,0,0.55,0
CUST_01278,price_sensitive,4629.02,6,5,1,0.6,0
CUST_01279,high_value,51892.21,6,6,0,0.8,0
CUST_01280,price_sensitive,6433.98,5,5,0,0.6,0
CUST_01281,reliable,6171.39,5,4,1,0.75,0
CUST_01282,reliable,24582.55,12,11,1,0.75,0
CUST_01283,price_sensitive,4474.76,3,3,0,0.6,0
CUST_01284,reliable,29234.36,12,12,0,0.75,0
CUST_01285,high_value,17651.52,5,5,0,0.8,0
CUST_01286,price_sensitive,4388.74,4,4,0,0.6,0
CUST_01287,frequent_failure,2645.19,8,3,5,0.35,0
CUST_01288,unresponsive,8895.79,9,5,4,0.25,0
CUST_01289,occasional,1688.97,2,2,0,0.55,0
CUST_01290,price_sensitive,3128.96,3,3,0,0.6,0
CUST_01291,reliable,10257.06,5,5,0,0.75,0
CUST_01292,occasional,8808.64,7,7,0,0.55,0
CUST_01293,frequent_failure,11799.57,14,10,4,0.35,0
CUST_01294,price_sensitive,4652.6,4,4,0,0.6,0
CUST_01295,occasional,5263.49,4,4,0,0.55,0
CUST_01296,price_sensitive,4300.84,5,5,0,0.6,0
CUST_01297,frequent_failure,1423.14,3,1,2,0.35,0
CUST_01298,occasional,2683.49,3,2,1,0.55,0
CUST_01299,occasional,17115.95,10,9,1,0.55,0
CUST_01300,high_value,28091.92,7,7,0,0.8,0
CUST_01301,unresponsive,3109.25,5,3,2,0.25,0
CUST_01302,price_sensitive,5878.13,5,5,0,0.6,0
CUST_01303,unresponsive,5765.5,4,3,1,0.25,0
CUST_01304,high_value,90537.38,10,10,0,0.8,0
CUST_01305,price_sensitive,4107.89,5,3,2,0.6,0
CUST_01306,occasional,2625.24,2,2,0,0.55,0
CUST_01307,price_sensitive,4017.03,3,3,0,0.6,0
CUST_01308,occasional,3584.57,5,4,1,0.55,0
CUST_01309,occasional,10122.3,6,6,0,0.55,0
CUST_01310,occasional,3708.87,4,3,1,0.55,0
CUST_01311,reliable,16063.08,12,10,2,0.75,0
CUST_01312,reliable,13519.06,5,5,0,0.75,0
CUST_01313,frequent_failure,10600.25,9,9,0,0.35,0
CUST_01314,occasional,6018.09,5,5,0,0.55,0
CUST_01315,reliable,13517.5,6,6,0,0.75,0
CUST_01316,reliable,17488.11,9,9,0,0.75,0
CUST_01317,reliable,13114.33,6,6,0,0.75,0
CUST_01318,unresponsive,11049.28,5,5,0,0.25,0
CUST_01319,reliable,7827.1,8,8,0,0.75,0
CUST_01320,high_value,84413.32,9,9,0,0.8,0
CUST_01321,unresponsive,2198.7,1,1,0,0.25,0
CUST_01322,unresponsive,3137.99,2,2,0,0.25,0
CUST_01323,reliable,25360.97,11,11,0,0.75,0
CUST_01324,occasional,11458.64,9,7,2,0.55,0
CUST_01325,high_value,17297.29,3,3,0,0.8,0
CUST_01326,reliable,23051.39,12,12,0,0.75,0
CUST_01327,occasional,2963.82,4,4,0,0.55,0
CUST_01328,reliable,11143.81,10,10,0,0.75,0
CUST_01329,unresponsive,4618.01,5,4,1,0.25,0
CUST_01330,high_value,30065.73,5,3,2,0.8,0
CUST_01331,unresponsive,4410.46,4,3,1,0.25,0
CUST_01332,reliable,15255.83,9,8,1,0.75,0
CUST_01333,occasional,6185.92,5,4,1,0.55,0
CUST_01334,occasional,4904.69,4,4,0,0.55,0
CUST_01335,price_sensitive,3649.72,4,4,0,0.6,0
CUST_01336,reliable,11592.78,6,5,1,0.75,0
CUST_01337,occasional,2961.61,3,2,1,0.55,0
CUST_01338,reliable,23553.09,10,9,1,0.75,0
CUST_01339,high_value,36525.39,9,8,1,0.8,0
CUST_01340,occasional,2379.38,2,2,0,0.55,0
CUST_01341,occasional,13296.17,7,7,0,0.55,0
CUST_01342,occasional,9179.94,6,6,0,0.55,0
CUST_01343,unresponsive,1928.9,4,2,2,0.25,0
CUST_01344,occasional,6158.86,5,4,1,0.55,0
CUST_01345,unresponsive,5676.3,3,3,0,0.25,0
CUST_01346,occasional,3810.16,3,3,0,0.55,0
CUST_01347,frequent_failure,6912.08,8,6,2,0.35,0
CUST_01348,frequent_failure,7109.98,8,6,2,0.35,0
CUST_01349,occasional,4440.55,4,4,0,0.55,0
CUST_01350,reliable,12651.27,6,6,0,0.75,0
CUST_01351,occasional,6853.91,7,7,0,0.55,0
CUST_01352,occasional,11548.48,7,6,1,0.55,0
CUST_01353,frequent_failure,11177.59,9,9,0,0.35,0
CUST_01354,unresponsive,1613.44,1,1,0,0.25,0
CUST_01355,unresponsive,5107.17,3,3,0,0.25,0
CUST_01356,reliable,9074.36,7,7,0,0.75,0
CUST_01357,reliable,21467.37,8,8,0,0.75,0
CUST_01358,price_sensitive,10723.32,9,9,0,0.6,0
CUST_01359,unresponsive,3649.71,4,4,0,0.25,0
CUST_01360,price_sensitive,2775.82,2,2,0,0.6,0
CUST_01361,reliable,33618.71,13,13,0,0.75,0
CUST_01362,unresponsive,2328.26,4,3,1,0.25,0
CUST_01363,unresponsive,10731.67,6,6,0,0.25,0
CUST_01364,reliable,13482.36,8,8,0,0.75,0
CUST_01365,high_value,64973.41,6,6,0,0.8,0
CUST_01366,reliable,21323.29,11,11,0,0.75,0
CUST_01367,frequent_failure,5223.23,7,4,3,0.35,0
CUST_01368,reliable,16991.06,10,10,0,0.75,0
CUST_01369,occasional,2223.16,2,2,0,0.55,0
CUST_01370,frequent_failure,9778.44,10,6,4,0.35,0
CUST_01371,reliable,23875.94,11,11,0,0.75,0
CUST_01372,occasional,8654.86,5,5,0,0.55,0
CUST_01373,occasional,6814.29,4,4,0,0.55,0
CUST_01374,reliable,22490.45,10,10,0,0.75,0
CUST_01375,reliable,10673.06,9,9,0,0.75,0
CUST_01376,occasional,5526.54,4,4,0,0.55,0
CUST_01377,reliable,4855.55,3,3,0,0.75,0
CUST_01378,frequent_failure,8243.38,8,5,3,0.35,0
CUST_01379,occasional,4824.87,6,5,1,0.55,0
CUST_01380,reliable,11619.01,9,7,2,0.75,0
CUST_01381,frequent_failure,7572.78,10,7,3,0.35,0
CUST_01382,unresponsive,6542.72,4,4,0,0.25,0
CUST_01383,price_sensitive,5671.56,5,5,0,0.6,0
CUST_01384,high_value,50265.02,7,7,0,0.8,0
CUST_01385,reliable,5051.92,4,4,0,0.75,0
CUST_01386,reliable,8775.66,9,9,0,0.75,0
CUST_01387,unresponsive,7973.98,4,4,0,0.25,0
CUST_01388,price_sensitive,5179.75,5,5,0,0.6,0
CUST_01389,reliable,21179.22,12,12,0,0.75,0
CUST_01390,high_value,68243.61,8,8,0,0.8,0
CUST_01391,occasional,3322.0,6,3,3,0.55,0
CUST_01392,reliable,8401.89,6,5,1,0.75,0
CUST_01393,reliable,23240.88,14,14,0,0.75,0
CUST_01394,reliable,21792.46,12,11,1,0.75,0
CUST_01395,unresponsive,3964.31,2,2,0,0.25,0
CUST_01396,occasional,1961.73,2,2,0,0.55,0
CUST_01397,high_value,48521.62,7,7,0,0.8,0
CUST_01398,occasional,1664.7,1,1,0,0.55,0
CUST_01399,reliable,11598.83,7,7,0,0.75,0
CUST_01400,reliable,7472.77,5,4,1,0.75,0
CUST_01401,occasional,3356.99,3,3,0,0.55,0
CUST_01402,reliable,12709.52,8,7,1,0.75,0
CUST_01403,occasional,1271.54,1,1,0,0.55,0
CUST_01404,high_value,94751.76,14,14,0,0.8,0
CUST_01405,occasional,2101.0,2,2,0,0.55,0
CUST_01406,reliable,5868.04,5,5,0,0.75,0
CUST_01407,frequent_failure,9390.8,14,12,2,0.35,0
CUST_01408,price_sensitive,1268.5,2,1,1,0.6,0
CUST_01409,reliable,20486.24,11,11,0,0.75,0
CUST_01410,occasional,11020.37,7,7,0,0.55,0
CUST_01411,reliable,7985.83,5,5,0,0.75,0
CUST_01412,reliable,8093.09,9,9,0,0.75,0
CUST_01413,occasional,6397.07,4,4,0,0.55,0
CUST_01414,price_sensitive,2228.97,2,2,0,0.6,0
CUST_01415,reliable,4124.37,3,3,0,0.75,0
CUST_01416,occasional,8130.15,7,5,2,0.55,0
CUST_01417,price_sensitive,3572.76,3,3,0,0.6,0
CUST_01418,reliable,9273.56,6,6,0,0.75,0
CUST_01419,frequent_failure,1338.5,3,1,2,0.35,0
CUST_01420,reliable,6453.26,5,5,0,0.75,0
CUST_01421,occasional,6177.05,6,5,1,0.55,0
CUST_01422,occasional,5773.47,3,3,0,0.55,0
CUST_01423,frequent_failure,10052.25,9,6,3,0.35,0
CUST_01424,price_sensitive,3459.77,4,3,1,0.6,0
CUST_01425,occasional,6528.43,9,9,0,0.55,0
CUST_01426,occasional,8851.48,8,7,1,0.55,0
CUST_01427,price_sensitive,3701.56,3,3,0,0.6,0
CUST_01428,frequent_failure,4092.38,6,3,3,0.35,0
CUST_01429,reliable,14397.0,9,9,0,0.75,0
CUST_01430,reliable,10105.05,6,6,0,0.75,0
CUST_01431,high_value,62636.38,6,6,0,0.8,0
CUST_01432,occasional,8309.84,6,5,1,0.55,0
CUST_01433,high_value,47102.62,8,8,0,0.8,0
CUST_01434,price_sensitive,2914.77,2,2,0,0.6,0
CUST_01435,high_value,66491.26,10,9,1,0.8,0
CUST_01436,high_value,58823.55,8,8,0,0.8,0
CUST_01437,occasional,5260.08,4,4,0,0.55,0
CUST_01438,reliable,15931.97,7,7,0,0.75,0
CUST_01439,occasional,4836.46,5,3,2,0.55,0
CUST_01440,unresponsive,1442.35,1,1,0,0.25,0
CUST_01441,reliable,13525.88,6,6,0,0.75,0
CUST_01442,high_value,27961.05,6,6,0,0.8,0
CUST_01443,occasional,4968.36,7,6,1,0.55,0
CUST_01444,price_sensitive,2116.79,4,4,0,0.6,0
CUST_01445,price_sensitive,2401.88,3,3,0,0.6,0
CUST_01446,unresponsive,0.0,1,0,1,0.25,0
CUST_01447,reliable,15871.17,9,9,0,0.75,0
CUST_01448,high_value,81596.25,10,9,1,0.8,0
CUST_01449,occasional,6247.02,4,4,0,0.55,0
CUST_01450,reliable,21010.36,13,12,1,0.75,0
CUST_01451,reliable,6326.21,6,4,2,0.75,0
CUST_01452,reliable,11706.62,9,9,0,0.75,0
CUST_01453,reliable,9282.48,5,5,0,0.75,0
CUST_01454,frequent_failure,4963.97,8,4,4,0.35,0
CUST_01455,occasional,7566.04,5,4,1,0.55,0
CUST_01456,frequent_failure,4139.1,8,3,5,0.35,0
CUST_01457,occasional,5357.83,4,3,1,0.55,0
CUST_01458,reliable,15040.19,8,8,0,0.75,0
CUST_01459,high_value,63140.79,7,7,0,0.8,0
CUST_01460,reliable,20712.26,9,8,1,0.75,0
CUST_01461,occasional,3622.33,2,2,0,0.55,0
CUST_01462,high_value,57337.61,7,5,2,0.8,0
CUST_01463,unresponsive,12989.08,7,7,0,0.25,0
CUST_01464,occasional,0.0,1,0,1,0.55,0
CUST_01465,reliable,2306.75,3,3,0,0.75,0
CUST_01466,occasional,3036.08,3,3,0,0.55,0
CUST_01467,unresponsive,6609.97,3,3,0,0.25,0
CUST_01468,high_value,28122.46,6,5,1,0.8,0
CUST_01469,unresponsive,1684.34,2,2,0,0.25,0
CUST_01470,occasional,4031.96,5,3,2,0.55,0
CUST_01471,frequent_failure,9029.18,7,5,2,0.35,0
CUST_01472,occasional,13812.11,9,8,1,0.55,0
CUST_01473,occasional,1536.48,1,1,0,0.55,0
CUST_01474,frequent_failure,3973.02,5,3,2,0.35,0
CUST_01475,occasional,9166.03,7,7,0,0.55,0
CUST_01476,unresponsive,9808.25,8,7,1,0.25,0
CUST_01477,high_value,49824.24,7,6,1,0.8,0
CUST_01478,reliable,10508.36,8,8,0,0.75,0
CUST_01479,price_sensitive,4988.41,5,5,0,0.6,0
CUST_01480,unresponsive,5137.07,3,3,0,0.25,0
CUST_01481,occasional,3623.42,3,3,0,0.55,0
CUST_01482,occasional,7151.55,8,6,2,0.55,0
CUST_01483,reliable,6968.96,5,3,2,0.75,0
CUST_01484,price_sensitive,2695.71,2,2,0,0.6,0
CUST_01485,occasional,6978.36,5,5,0,0.55,0
CUST_01486,price_sensitive,3029.14,4,3,1,0.6,0
CUST_01487,occasional,7451.57,10,8,2,0.55,0
CUST_01488,price_sensitive,1712.88,3,2,1,0.6,0
CUST_01489,occasional,13295.75,10,7,3,0.55,0
CUST_01490,reliable,10458.02,6,6,0,0.75,0
CUST_01491,unresponsive,3798.2,3,3,0,0.25,0
CUST_01492,occasional,7589.05,5,5,0,0.55,0
CUST_01493,frequent_failure,5484.7,3,3,0,0.35,0
CUST_01494,reliable,9497.97,9,8,1,0.75,0
CUST_01495,frequent_failure,6611.52,6,5,1,0.35,0
CUST_01496,frequent_failure,9871.27,9,6,3,0.35,0
CUST_01497,reliable,14633.59,10,10,0,0.75,0
CUST_01498,price_sensitive,3540.62,3,3,0,0.6,0
CUST_01499,occasional,6379.47,8,5,3,0.55,0
CUST_01500,unresponsive,5527.12,6,4,2,0.25,0
CUST_01501,price_sensitive,5087.3,5,4,1,0.6,0
CUST_01502,frequent_failure,6246.43,4,4,0,0.35,0
CUST_01503,reliable,3035.13,3,3,0,0.75,0
CUST_01504,price_sensitive,4231.29,4,3,1,0.6,0
CUST_01505,high_value,39437.6,5,5,0,0.8,0
CUST_01506,reliable,17418.16,11,10,1,0.75,0
CUST_01507,reliable,21607.59,11,11,0,0.75,0
CUST_01508,high_value,31836.73,4,4,0,0.8,0
CUST_01509,occasional,5890.51,5,5,0,0.55,0
CUST_01510,occasional,2548.02,2,2,0,0.55,0
CUST_01511,price_sensitive,7340.85,7,7,0,0.6,0
CUST_01512,price_sensitive,15273.7,10,9,1,0.6,0
CUST_01513,price_sensitive,1720.16,3,2,1,0.6,0
CUST_01514,frequent_failure,3497.75,4,4,0,0.35,0
CUST_01515,occasional,4623.44,5,4,1,0.55,0
CUST_01516,high_value,13394.12,3,3,0,0.8,0
CUST_01517,price_sensitive,3056.56,2,2,0,0.6,0
CUST_01518,occasional,8280.45,10,8,2,0.55,0
CUST_01519,occasional,10963.58,6,6,0,0.55,0
CUST_01520,price_sensitive,3156.34,3,2,1,0.6,0
CUST_01521,reliable,10485.48,6,6,0,0.75,0
CUST_01522,reliable,28282.03,15,14,1,0.75,0
CUST_01523,high_value,45673.35,6,6,0,0.8,0
CUST_01524,occasional,6698.04,6,5,1,0.55,0
CUST_01525,occasional,4096.6,2,2,0,0.55,0
CUST_01526,price_sensitive,2036.73,2,2,0,0.6,0
CUST_01527,reliable,19822.56,9,9,0,0.75,0
CUST_01528,reliable,13653.28,7,7,0,0.75,0
CUST_01529,occasional,1441.61,2,2,0,0.55,0
CUST_01530,frequent_failure,2418.14,5,2,3,0.35,0
CUST_01531,reliable,9865.52,6,6,0,0.75,0
CUST_01532,frequent_failure,7880.67,7,5,2,0.35,0
CUST_01533,occasional,3347.96,2,2,0,0.55,0
CUST_01534,reliable,19942.24,11,9,2,0.75,0
CUST_01535,unresponsive,4230.08,3,3,0,0.25,0
CUST_01536,occasional,9373.65,8,8,0,0.55,0
CUST_01537,unresponsive,1677.05,1,1,0,0.25,0
CUST_01538,occasional,9447.2,9,7,2,0.55,0
CUST_01539,reliable,9535.14,5,4,1,0.75,0
CUST_01540,price_sensitive,4312.69,5,4,1,0.6,0
CUST_01541,unresponsive,6402.35,6,4,2,0.25,0
CUST_01542,occasional,2165.32,3,3,0,0.55,0
CUST_01543,occasional,8039.71,8,7,1,0.55,0
CUST_01544,reliable,6457.68,3,3,0,0.75,0
CUST_01545,occasional,2234.33,2,2,0,0.55,0
CUST_01546,unresponsive,3584.28,2,2,0,0.25,0
CUST_01547,unresponsive,2588.84,2,2,0,0.25,0
CUST_01548,high_value,30656.14,6,5,1,0.8,0
CUST_01549,frequent_failure,1371.46,2,1,1,0.35,0
CUST_01550,price_sensitive,4440.92,4,4,0,0.6,0
CUST_01551,high_value,15822.41,3,2,1,0.8,0
CUST_01552,occasional,2824.71,4,2,2,0.55,0
CUST_01553,reliable,5130.84,5,5,0,0.75,0
CUST_01554,reliable,18178.58,11,11,0,0.75,0
CUST_01555,reliable,31315.42,16,16,0,0.75,0
CUST_01556,high_value,24424.31,4,3,1,0.8,0
CUST_01557,reliable,10588.51,6,6,0,0.75,0
CUST_01558,price_sensitive,2874.74,3,3,0,0.6,0
CUST_01559,occasional,10640.38,8,7,1,0.55,0
CUST_01560,unresponsive,6541.37,4,4,0,0.25,0
CUST_01561,price_sensitive,1465.77,4,1,3,0.6,0
CUST_01562,price_sensitive,2567.88,5,3,2,0.6,0
CUST_01563,reliable,21418.7,11,11,0,0.75,0
CUST_01564,occasional,2432.62,4,2,2,0.55,0
CUST_01565,frequent_failure,9475.05,8,6,2,0.35,0
CUST_01566,high_value,37967.34,5,5,0,0.8,0
CUST_01567,occasional,1176.36,2,1,1,0.55,0
CUST_01568,high_value,38321.49,7,7,0,0.8,0
CUST_01569,unresponsive,4758.51,3,3,0,0.25,0
CUST_01570,reliable,14129.4,9,9,0,0.75,0
CUST_01571,frequent_failure,8656.5,10,5,5,0.35,0
CUST_01572,price_sensitive,1088.5,4,3,1,0.6,0
CUST_01573,occasional,3827.73,5,5,0,0.55,0
CUST_01574,price_sensitive,3264.21,5,4,1,0.6,0
CUST_01575,occasional,6908.98,6,5,1,0.55,0
CUST_01576,unresponsive,7875.78,6,6,0,0.25,0
CUST_01577,high_value,59284.38,8,8,0,0.8,0
CUST_01578,price_sensitive,4698.92,6,5,1,0.6,0
CUST_01579,reliable,22540.46,11,11,0,0.75,0
CUST_01580,frequent_failure,8619.6,13,6,7,0.35,0
CUST_01581,occasional,5890.56,6,5,1,0.55,0
CUST_01582,frequent_failure,7430.1,10,5,5,0.35,0
CUST_01583,reliable,21929.21,13,11,2,0.75,0
CUST_01584,reliable,14201.89,7,7,0,0.75,0
CUST_01585,reliable,11235.92,5,5,0,0.75,0
CUST_01586,reliable,8430.55,5,5,0,0.75,0
CUST_01587,occasional,9046.44,7,7,0,0.55,0
CUST_01588,high_value,22741.86,4,4,0,0.8,0
CUST_01589,occasional,7127.07,5,5,0,0.55,0
CUST_01590,frequent_failure,6545.38,7,6,1,0.35,0
CUST_01591,unresponsive,7135.21,7,4,3,0.25,0
CUST_01592,unresponsive,0.0,1,0,1,0.25,0
CUST_01593,reliable,11740.54,10,8,2,0.75,0
CUST_01594,price_sensitive,5565.4,7,6,1,0.6,0
CUST_01595,price_sensitive,937.85,2,1,1,0.6,0
CUST_01596,reliable,8559.43,10,10,0,0.75,0
CUST_01597,occasional,3939.54,9,6,3,0.55,0
CUST_01598,occasional,5792.48,5,5,0,0.55,0
CUST_01599,occasional,6779.88,5,4,1,0.55,0
CUST_01600,reliable,15575.73,10,10,0,0.75,0
CUST_01601,frequent_failure,1062.37,1,1,0,0.35,0
CUST_01602,reliable,11164.03,11,10,1,0.75,0
CUST_01603,price_sensitive,4407.74,3,3,0,0.6,0
CUST_01604,high_value,81704.55,11,10,1,0.8,0
CUST_01605,price_sensitive,2601.72,4,3,1,0.6,0
CUST_01606,unresponsive,4595.28,2,2,0,0.25,0
CUST_01607,price_sensitive,1924.92,4,2,2,0.6,0
CUST_01608,unresponsive,5438.43,5,3,2,0.25,0
CUST_01609,reliable,7912.19,6,6,0,0.75,0
CUST_01610,reliable,11885.97,7,7,0,0.75,0
CUST_01611,price_sensitive,5884.39,5,4,1,0.6,0
CUST_01612,price_sensitive,7086.88,8,8,0,0.6,0
CUST_01613,price_sensitive,3946.94,4,4,0,0.6,0
CUST_01614,high_value,18931.51,5,2,3,0.8,0
CUST_01615,occasional,4626.26,3,3,0,0.55,0
CUST_01616,price_sensitive,4811.82,8,5,3,0.6,0
CUST_01617,occasional,3544.43,4,4,0,0.55,0
CUST_01618,price_sensitive,1090.29,1,1,0,0.6,0
CUST_01619,reliable,20397.01,12,11,1,0.75,0
CUST_01620,frequent_failure,4545.75,5,3,2,0.35,0
CUST_01621,occasional,4599.45,4,4,0,0.55,0
CUST_01622,unresponsive,3805.9,3,3,0,0.25,0
CUST_01623,price_sensitive,6717.84,8,6,2,0.6,0
CUST_01624,reliable,12257.13,8,7,1,0.75,0
CUST_01625,reliable,16643.65,8,8,0,0.75,0
CUST_01626,reliable,17756.93,8,7,1,0.75,0
CUST_01627,occasional,5327.29,4,4,0,0.55,0
CUST_01628,occasional,2586.28,2,2,0,0.55,0
CUST_01629,reliable,10714.26,7,7,0,0.75,0
CUST_01630,price_sensitive,4154.9,4,4,0,0.6,0
CUST_01631,occasional,4864.21,3,3,0,0.55,0
CUST_01632,high_value,36187.31,7,7,0,0.8,0
CUST_01633,high_value,27152.26,5,5,0,0.8,0
CUST_01634,unresponsive,5111.51,3,3,0,0.25,0
CUST_01635,frequent_failure,3606.43,6,4,2,0.35,0
CUST_01636,reliable,13969.89,8,7,1,0.75,0
CUST_01637,occasional,1677.11,1,1,0,0.55,0
CUST_01638,price_sensitive,6599.09,9,7,2,0.6,0
CUST_01639,occasional,12921.46,7,7,0,0.55,0
CUST_01640,occasional,2026.44,4,4,0,0.55,0
CUST_01641,reliable,18312.78,9,9,0,0.75,0
CUST_01642,reliable,7615.09,5,5,0,0.75,0
CUST_01643,reliable,15684.0,8,8,0,0.75,0
CUST_01644,reliable,16839.82,7,6,1,0.75,0
CUST_01645,occasional,6085.59,5,5,0,0.55,0
CUST_01646,price_sensitive,2803.79,4,4,0,0.6,0
CUST_01647,reliable,18629.33,8,8,0,0.75,0
CUST_01648,unresponsive,0.0,1,0,1,0.25,0
CUST_01649,reliable,9325.62,8,8,0,0.75,0
CUST_01650,occasional,12849.07,10,9,1,0.55,0
CUST_01651,price_sensitive,4377.11,3,3,0,0.6,0
CUST_01652,occasional,9202.73,9,8,1,0.55,0
CUST_01653,high_value,89723.78,13,12,1,0.8,0
CUST_01654,occasional,4498.12,3,3,0,0.55,0
CUST_01655,occasional,7606.77,5,5,0,0.55,0
CUST_01656,occasional,1282.04,1,1,0,0.55,0
CUST_01657,occasional,4137.47,5,4,1,0.55,0
CUST_01658,reliable,16037.55,8,8,0,0.75,0
CUST_01659,frequent_failure,3550.57,5,3,2,0.35,0
CUST_01660,occasional,5396.79,3,3,0,0.55,0
CUST_01661,frequent_failure,8840.7,9,7,2,0.35,0
CUST_01662,reliable,12564.72,8,7,1,0.75,0
