payment_code,customer_code,amount,payment_method,failure_reason,status,created_at
PAY_002771,CUST_03632,1895.72,CARD,,SUCCESS,2026-08-12 10:31:43.066295
PAY_002772,CUST_02199,2208.51,WALLET,,SUCCESS,2026-08-01 17:59:43.066986
PAY_002773,CUST_00605,230.45,WALLET,BANK_DECLINED,FAILED,2026-08-08 18:51:43.067517
PAY_002774,CUST_04533,1138.11,UPI,,SUCCESS,2026-07-28 11:52:43.068040
PAY_002775,CUST_02038,1490.88,UPI,,SUCCESS,2026-08-03 11:57:43.068559
PAY_002776,CUST_01203,866.37,CARD,NETWORK_ERROR,FAILED,2026-08-23 21:06:43.069081
PAY_002777,CUST_04480,2325.96,CARD,,SUCCESS,2026-08-19 21:19:43.069596
PAY_002778,CUST_03049,1638.54,CARD,INSUFFICIENT_FUNDS,FAILED,2026-08-22 14:32:43.070116
PAY_002779,CUST_01110,1063.72,NETBANKING,,SUCCESS,2026-08-11 09:31:43.070628
PAY_002780,CUST_02988,1854.66,NETBANKING,,SUCCESS,2026-08-23 14:53:43.071148
PAY_002781,CUST_04957,694.86,UPI,,SUCCESS,2026-08-02 21:47:43.071659
PAY_002782,CUST_02653,1674.13,WALLET,,SUCCESS,2026-08-19 17:35:43.073137
PAY_002783,CUST_00466,2860.71,UPI,,SUCCESS,2026-08-17 08:30:43.074192
PAY_002784,CUST_03781,4462.21,UPI,,SUCCESS,2026-08-14 22:04:43.074744
PAY_002785,CUST_02716,8575.77,UPI,,SUCCESS,2026-07-28 10:38:43.075269
PAY_002786,CUST_03030,6447.42,UPI,,SUCCESS,2026-08-24 09:33:43.075797
PAY_002787,CUST_03017,905.9,CARD,,SUCCESS,2026-08-05 00:01:43.076318
PAY_002788,CUST_02097,2633.21,CARD,,SUCCESS,2026-08-16 04:45:43.076828
PAY_002789,CUST_04091,1737.15,CARD,,SUCCESS,2026-08-04 00:06:43.077339
PAY_002790,CUST_01395,2120.47,WALLET,,SUCCESS,2026-07-28 22:01:43.077867
PAY_002791,CUST_04710,1116.05,UPI,,SUCCESS,2026-08-03 13:33:43.078381
PAY_002792,CUST_00037,1941.0,WALLET,,SUCCESS,2026-08-25 17:12:43.078940
PAY_002793,CUST_04825,274.56,WALLET,,SUCCESS,2026-08-01 18:06:43.079544
PAY_002794,CUST_04244,7288.91,CARD,AUTHENTICATION_FAILED,FAILED,2026-08-25 03:33:43.080166
PAY_002795,CUST_02070,1248.04,WALLET,BANK_TIMEOUT,FAILED,2026-08-10 21:15:43.080685
PAY_002796,CUST_01624,1128.85,NETBANKING,,SUCCESS,2026-08-03 14:45:43.081217
PAY_002797,CUST_01554,1833.28,CARD,,SUCCESS,2026-08-08 17:03:43.081741
PAY_002798,CUST_00159,1061.3,UPI,,SUCCESS,2026-07-29 05:17:43.082262
PAY_002799,CUST_02533,1076.13,NETBANKING,,SUCCESS,2026-08-14 16:43:43.082772
PAY_002800,CUST_02515,841.81,WALLET,,SUCCESS,2026-08-19 12:16:43.083291
PAY_002801,CUST_00222,1363.06,NETBANKING,,SUCCESS,2026-08-11 13:32:43.083846
PAY_002802,CUST_03054,360.35,NETBANKING,,SUCCESS,2026-08-08 22:01:43.084363
PAY_002803,CUST_00737,1035.8,NETBANKING,NETWORK_ERROR,FAILED,2026-08-25 11:24:43.084871
PAY_002804,CUST_01818,1008.52,WALLET,,SUCCESS,2026-08-17 11:24:43.085380
PAY_002805,CUST_00727,1056.06,UPI,,SUCCESS,2026-08-09 03:40:43.085913
PAY_002806,CUST_03222,925.06,CARD,,SUCCESS,2026-08-17 16:16:43.086471
PAY_002807,CUST_04130,1197.78,NETBANKING,,SUCCESS,2026-08-17 00:45:43.087562
PAY_002808,CUST_03223,1008.94,NETBANKING,,SUCCESS,2026-08-10 08:38:43.088596
PAY_002809,CUST_03127,1014.29,CARD,,SUCCESS,2026-07-31 23:44:43.089433
PAY_002810,CUST_03431,2251.63,NETBANKING,,SUCCESS,2026-08-16 22:04:43.090020
PAY_002811,CUST_01007,2099.5,NETBANKING,,SUCCESS,2026-08-26 05:22:43.090540
PAY_002812,CUST_00782,1130.34,CARD,,SUCCESS,2026-08-11 14:08:43.091063
PAY_002813,CUST_00222,1325.76,WALLET,,SUCCESS,2026-08-11 21:19:43.091581
PAY_002814,CUST_02953,1494.61,WALLET,,SUCCESS,2026-07-30 09:32:43.092102
PAY_002815,CUST_03272,2002.93,WALLET,,SUCCESS,2026-08-04 22:24:43.092609
PAY_002816,CUST_03669,2043.25,NETBANKING,,SUCCESS,2026-08-15 11:26:43.093129
PAY_002817,CUST_00734,1008.14,UPI,,SUCCESS,2026-08-26 18:35:43.093683
PAY_002818,CUST_03150,2467.8,UPI,,SUCCESS,2026-08-26 06:38:43.094238
PAY_002819,CUST_01648,100.0,UPI,,SUCCESS,2026-08-12 23:26:43.095135
PAY_002820,CUST_01043,8870.79,CARD,,SUCCESS,2026-08-22 08:40:43.095686
PAY_002821,CUST_01803,1532.64,CARD,,SUCCESS,2026-07-28 09:31:43.096221
PAY_002822,CUST_04034,999.61,WALLET,,SUCCESS,2026-08-09 19:39:43.096735
PAY_002823,CUST_02287,203.7,WALLET,BANK_TIMEOUT,FAILED,2026-08-13 05:58:43.097260
PAY_002824,CUST_00471,1111.13,UPI,,SUCCESS,2026-08-13 00:57:43.097771
PAY_002825,CUST_01059,1394.39,WALLET,INSUFFICIENT_FUNDS,FAILED,2026-08-21 07:27:43.098289
PAY_002826,CUST_04395,1691.7,UPI,,SUCCESS,2026-08-05 02:24:43.098795
PAY_002827,CUST_03132,1980.75,UPI,,SUCCESS,2026-08-22 20:50:43.099312
PAY_002828,CUST_03821,1078.23,WALLET,,SUCCESS,2026-07-31 09:36:43.099881
PAY_002829,CUST_02137,1322.55,NETBANKING,,SUCCESS,2026-08-14 11:53:43.100421
PAY_002830,CUST_02478,1967.83,WALLET,BANK_TIMEOUT,FAILED,2026-08-19 19:26:43.101221
PAY_002831,CUST_01071,2179.42,WALLET,,SUCCESS,2026-08-09 14:38:43.102152
PAY_002832,CUST_04582,1248.68,WALLET,NETWORK_ERROR,FAILED,2026-08-05 14:12:43.102700
PAY_002833,CUST_02494,790.76,UPI,,SUCCESS,2026-07-31 12:54:43.103238
PAY_002834,CUST_01921,648.67,UPI,,SUCCESS,2026-08-14 00:08:43.103746
PAY_002835,CUST_03679,950.96,WALLET,,SUCCESS,2026-08-17 13:28:43.104261
PAY_002836,CUST_03259,1028.65,UPI,,SUCCESS,2026-08-14 09:49:43.104766
PAY_002837,CUST_00518,2307.59,CARD,,SUCCESS,2026-08-16 02:23:43.105471
PAY_002838,CUST_01455,1640.6,UPI,,SUCCESS,2026-07-28 04:42:43.106229
PAY_002839,CUST_01329,731.0,WALLET,AUTHENTICATION_FAILED,FAILED,2026-08-04 13:16:43.106793
PAY_002840,CUST_03792,2248.18,UPI,,SUCCESS,2026-08-13 17:55:43.107394
PAY_002841,CUST_03371,775.34,NETBANKING,,SUCCESS,2026-08-06 00:31:43.108139
PAY_002842,CUST_04341,1318.9,CARD,,SUCCESS,2026-08-09 19:10:43.108993
PAY_002843,CUST_04879,734.14,NETBANKING,,SUCCESS,2026-08-01 17:01:43.109559
PAY_002844,CUST_03750,8895.69,NETBANKING,,SUCCESS,2026-07-28 16:34:43.110126
PAY_002845,CUST_01499,785.42,CARD,,SUCCESS,2026-07-31 09:08:43.110640
PAY_002846,CUST_00482,1208.64,WALLET,,SUCCESS,2026-08-10 23:23:43.111160
PAY_002847,CUST_02397,1024.55,CARD,,SUCCESS,2026-08-04 06:44:43.111668
PAY_002848,CUST_00796,8369.82,WALLET,,SUCCESS,2026-08-10 09:18:43.112187
PAY_002849,CUST_01681,1139.4,UPI,,SUCCESS,2026-07-30 09:10:43.112691
PAY_002850,CUST_03456,876.08,CARD,,SUCCESS,2026-08-11 15:22:43.113211
PAY_002851,CUST_01641,2044.29,WALLET,,SUCCESS,2026-08-06 06:31:43.113720
PAY_002852,CUST_01151,1848.0,CARD,,SUCCESS,2026-08-24 20:10:43.114283
PAY_002853,CUST_04608,100.0,CARD,AUTHENTICATION_FAILED,FAILED,2026-08-11 05:42:43.114871
PAY_002854,CUST_03327,1842.49,CARD,,SUCCESS,2026-07-31 16:15:43.115729
PAY_002855,CUST_03807,8863.63,CARD,,SUCCESS,2026-08-08 17:57:43.116792
PAY_002856,CUST_01042,1153.67,WALLET,BANK_TIMEOUT,FAILED,2026-08-03 23:14:43.117517
PAY_002857,CUST_01934,1096.54,UPI,,SUCCESS,2026-07-31 14:19:43.118371
PAY_002858,CUST_03112,484.58,CARD,INSUFFICIENT_FUNDS,FAILED,2026-08-11 13:05:43.118917
PAY_002859,CUST_03228,824.53,NETBANKING,,SUCCESS,2026-08-09 19:06:43.119436
PAY_002860,CUST_03568,820.83,WALLET,,SUCCESS,2026-08-02 23:29:43.119963
PAY_002861,CUST_01372,1412.78,WALLET,,SUCCESS,2026-08-16 19:35:43.120473
PAY_002862,CUST_00385,478.18,WALLET,,SUCCESS,2026-08-21 22:38:43.121038
PAY_002863,CUST_03511,717.43,WALLET,,SUCCESS,2026-08-19 16:48:43.121576
PAY_002864,CUST_04051,1651.68,CARD,,SUCCESS,2026-08-26 18:13:43.122985
PAY_002865,CUST_04790,1657.35,UPI,,SUCCESS,2026-08-04 05:59:43.124010
PAY_002866,CUST_02822,2106.22,UPI,,SUCCESS,2026-08-12 20:02:43.124700
PAY_002867,CUST_00787,321.53,WALLET,BANK_DECLINED,FAILED,2026-08-17 06:19:43.125266
PAY_002868,CUST_03067,643.6,UPI,,SUCCESS,2026-08-18 02:15:43.125782
PAY_002869,CUST_03383,1305.88,UPI,BANK_DECLINED,FAILED,2026-08-21 06:38:43.126306
PAY_002870,CUST_00870,1825.98,UPI,,SUCCESS,2026-08-23 17:40:43.126826
PAY_002871,CUST_01021,1700.38,UPI,,SUCCESS,2026-08-07 14:02:43.127347
PAY_002872,CUST_00227,896.96,WALLET,,SUCCESS,2026-08-26 07:20:43.127867
PAY_002873,CUST_00695,10843.29,NETBANKING,,SUCCESS,2026-08-11 04:03:43.128383
PAY_002874,CUST_02323,545.28,CARD,,SUCCESS,2026-08-12 23:04:43.128948
PAY_002875,CUST_03887,254.58,WALLET,,SUCCESS,2026-07-28 21:03:43.129589
PAY_002876,CUST_01729,798.97,UPI,,SUCCESS,2026-08-04 10:12:43.130332
PAY_002877,CUST_02724,1364.99,WALLET,,SUCCESS,2026-08-12 05:45:43.130894
PAY_002878,CUST_04522,1311.89,NETBANKING,,SUCCESS,2026-08-05 05:35:43.131412
PAY_002879,CUST_04319,733.62,WALLET,,SUCCESS,2026-08-02 06:07:43.131931
PAY_002880,CUST_04073,2202.48,WALLET,,SUCCESS,2026-07-31 01:35:43.132440
PAY_002881,CUST_02357,858.82,NETBANKING,,SUCCESS,2026-08-04 11:20:43.132951
PAY_002882,CUST_03762,2202.13,WALLET,,SUCCESS,2026-08-25 00:38:43.133463
PAY_002883,CUST_02412,1132.52,UPI,,SUCCESS,2026-08-05 04:11:43.134202
PAY_002884,CUST_00038,630.25,UPI,,SUCCESS,2026-08-23 00:15:43.134895
PAY_002885,CUST_00092,1543.47,UPI,,SUCCESS,2026-08-06 02:14:43.135482
PAY_002886,CUST_01141,6180.92,NETBANKING,,SUCCESS,2026-08-15 19:14:43.136104
PAY_002887,CUST_00588,444.22,WALLET,,SUCCESS,2026-08-25 05:22:43.136754
PAY_002888,CUST_04957,890.54,WALLET,,SUCCESS,2026-08-16 22:20:43.137335
PAY_002889,CUST_01763,739.75,UPI,,SUCCESS,2026-08-26 07:38:43.137930
PAY_002890,CUST_02020,8102.78,UPI,,SUCCESS,2026-08-03 17:52:43.138555
PAY_002891,CUST_02513,1505.68,CARD,,SUCCESS,2026-08-05 16:58:43.139287
PAY_002892,CUST_03711,980.38,WALLET,,SUCCESS,2026-08-02 09:47:43.140014
PAY_002893,CUST_03047,2021.82,UPI,,SUCCESS,2026-08-15 06:19:43.140567
PAY_002894,CUST_02964,980.72,WALLET,,SUCCESS,2026-08-18 20:55:43.141091
PAY_002895,CUST_02648,7976.24,NETBANKING,,SUCCESS,2026-08-19 09:07:43.141602
PAY_002896,CUST_03550,2647.97,NETBANKING,NETWORK_ERROR,FAILED,2026-08-21 19:05:43.142123
PAY_002897,CUST_03981,680.69,UPI,,SUCCESS,2026-08-17 17:23:43.142690
PAY_002898,CUST_02250,1999.88,CARD,,SUCCESS,2026-08-26 12:39:43.143499
PAY_002899,CUST_00411,1526.54,CARD,,SUCCESS,2026-08-09 15:24:43.144312
PAY_002900,CUST_04585,578.03,CARD,INSUFFICIENT_FUNDS,FAILED,2026-08-11 07:26:43.144880
PAY_002901,CUST_02501,7991.4,WALLET,,SUCCESS,2026-08-16 09:02:43.145422
PAY_002902,CUST_00631,100.0,UPI,,SUCCESS,2026-08-22 03:58:43.145940
PAY_002903,CUST_00600,986.01,CARD,AUTHENTICATION_FAILED,FAILED,2026-08-01 04:11:43.146464
PAY_002904,CUST_04184,1753.31,WALLET,BANK_DECLINED,FAILED,2026-08-07 05:14:43.146986
PAY_002905,CUST_03974,1263.66,NETBANKING,AUTHENTICATION_FAILED,FAILED,2026-08-21 22:44:43.147495
PAY_002906,CUST_02331,1183.49,UPI,,SUCCESS,2026-08-14 02:14:43.148013
PAY_002907,CUST_03634,1049.55,WALLET,,SUCCESS,2026-08-23 17:46:43.148536
PAY_002908,CUST_00364,1431.64,NETBANKING,BANK_DECLINED,FAILED,2026-08-05 04:27:43.149143
PAY_002909,CUST_04628,1748.28,CARD,,SUCCESS,2026-08-20 12:40:43.149779
PAY_002910,CUST_03318,9200.92,CARD,,SUCCESS,2026-08-22 20:32:43.150647
PAY_002911,CUST_01212,862.38,CARD,,SUCCESS,2026-08-06 11:37:43.151414
PAY_002912,CUST_00176,2266.38,NETBANKING,,SUCCESS,2026-08-01 10:05:43.151966
PAY_002913,CUST_03241,1223.57,UPI,,SUCCESS,2026-07-27 22:04:43.152500
PAY_002914,CUST_03323,100.0,WALLET,,SUCCESS,2026-08-21 12:20:43.153029
PAY_002915,CUST_03355,571.17,CARD,,SUCCESS,2026-08-17 13:45:43.153545
PAY_002916,CUST_01217,976.02,CARD,NETWORK_ERROR,FAILED,2026-08-26 06:39:43.154065
PAY_002917,CUST_03246,1860.29,UPI,,SUCCESS,2026-08-21 15:43:43.154585
PAY_002918,CUST_01596,1010.9,NETBANKING,,SUCCESS,2026-07-31 03:16:43.155135
PAY_002919,CUST_00203,2231.0,NETBANKING,,SUCCESS,2026-08-20 13:10:43.155862
PAY_002920,CUST_02424,1274.2,CARD,,SUCCESS,2026-08-04 22:10:43.156479
PAY_002921,CUST_02621,947.05,CARD,,SUCCESS,2026-08-05 04:19:43.157138
PAY_002922,CUST_02909,986.45,CARD,,SUCCESS,2026-08-22 06:41:43.157864
PAY_002923,CUST_04895,1598.22,UPI,,SUCCESS,2026-08-20 03:17:43.158502
PAY_002924,CUST_04935,1276.34,CARD,,SUCCESS,2026-08-23 16:36:43.159101
PAY_002925,CUST_02342,1323.95,UPI,,SUCCESS,2026-08-01 00:29:43.159677
PAY_002926,CUST_01877,185.32,WALLET,,SUCCESS,2026-07-29 07:32:43.160234
PAY_002927,CUST_04161,2053.62,CARD,,SUCCESS,2026-08-14 20:11:43.160798
PAY_002928,CUST_03745,873.81,WALLET,,SUCCESS,2026-08-24 20:00:43.161379
PAY_002929,CUST_03713,1906.55,WALLET,,SUCCESS,2026-08-25 12:39:43.161950
PAY_002930,CUST_04140,1356.33,NETBANKING,,SUCCESS,2026-08-09 00:03:43.162518
PAY_002931,CUST_02765,608.09,CARD,,SUCCESS,2026-08-20 23:48:43.163095
PAY_002932,CUST_02100,836.88,WALLET,,SUCCESS,2026-07-28 09:14:43.163683
PAY_002933,CUST_03135,2111.01,CARD,,SUCCESS,2026-08-15 19:16:43.164335
PAY_002934,CUST_01904,1849.25,NETBANKING,,SUCCESS,2026-08-04 03:52:43.165025
PAY_002935,CUST_02185,685.49,WALLET,,SUCCESS,2026-07-30 11:43:43.165609
PAY_002936,CUST_01319,959.26,UPI,AUTHENTICATION_FAILED,FAILED,2026-08-22 22:12:43.166149
PAY_002937,CUST_02046,872.45,CARD,,SUCCESS,2026-07-28 14:18:43.166682
PAY_002938,CUST_03629,1947.19,NETBANKING,NETWORK_ERROR,FAILED,2026-08-14 00:08:43.167204
PAY_002939,CUST_02140,1641.31,NETBANKING,,SUCCESS,2026-08-12 23:23:43.167719
PAY_002940,CUST_04607,500.93,NETBANKING,,SUCCESS,2026-08-12 18:18:43.168240
PAY_002941,CUST_00501,1412.4,WALLET,,SUCCESS,2026-08-03 12:15:43.168762
PAY_002942,CUST_04253,478.0,CARD,,SUCCESS,2026-08-05 10:15:43.169284
PAY_002943,CUST_04077,1348.11,WALLET,,SUCCESS,2026-08-11 04:52:43.169798
PAY_002944,CUST_00488,3499.12,UPI,,SUCCESS,2026-08-15 08:04:43.170346
PAY_002945,CUST_03403,1123.2,NETBANKING,,SUCCESS,2026-08-13 15:16:43.170876
PAY_002946,CUST_00413,1038.94,CARD,,SUCCESS,2026-08-12 12:56:43.171439
PAY_002947,CUST_01660,1756.54,NETBANKING,,SUCCESS,2026-08-15 21:22:43.172452
PAY_002948,CUST_01772,10166.54,NETBANKING,,SUCCESS,2026-08-12 20:16:43.173443
PAY_002949,CUST_01545,1098.92,NETBANKING,,SUCCESS,2026-08-03 05:26:43.174053
PAY_002950,CUST_02615,1393.94,NETBANKING,,SUCCESS,2026-08-14 18:37:43.174639
PAY_002951,CUST_02815,872.59,CARD,,SUCCESS,2026-07-29 21:15:43.175255
PAY_002952,CUST_03408,975.61,CARD,,SUCCESS,2026-08-13 08:38:43.175783
PAY_002953,CUST_02040,899.79,NETBANKING,,SUCCESS,2026-08-02 02:01:43.176302
PAY_002954,CUST_03025,1316.21,CARD,,SUCCESS,2026-08-05 17:30:43.176815
PAY_002955,CUST_04930,1521.74,CARD,,SUCCESS,2026-08-21 10:51:43.177334
PAY_002956,CUST_04427,949.07,NETBANKING,,SUCCESS,2026-07-28 17:22:43.177899
PAY_002957,CUST_00592,2231.35,NETBANKING,,SUCCESS,2026-08-18 10:54:43.178445
PAY_002958,CUST_01711,1420.64,WALLET,,SUCCESS,2026-08-09 17:17:43.179018
PAY_002959,CUST_04834,1292.73,WALLET,,SUCCESS,2026-08-14 11:09:43.179537
PAY_002960,CUST_03055,2575.44,WALLET,,SUCCESS,2026-08-02 07:53:43.180304
PAY_002961,CUST_04811,1258.12,NETBANKING,,SUCCESS,2026-07-30 04:59:43.180892
PAY_002962,CUST_00818,1629.99,UPI,,SUCCESS,2026-08-09 15:34:43.181435
PAY_002963,CUST_04516,2273.94,WALLET,,SUCCESS,2026-08-26 15:18:43.181973
PAY_002964,CUST_00599,1983.33,NETBANKING,,SUCCESS,2026-08-04 06:09:43.182487
PAY_002965,CUST_04933,1560.0,NETBANKING,,SUCCESS,2026-08-03 12:36:43.183054
PAY_002966,CUST_02737,2604.85,CARD,,SUCCESS,2026-08-14 16:40:43.183569
PAY_002967,CUST_04170,4496.97,WALLET,NETWORK_ERROR,FAILED,2026-07-30 16:41:43.184105
PAY_002968,CUST_03916,11118.08,WALLET,,SUCCESS,2026-08-09 04:18:43.184664
PAY_002969,CUST_03921,989.82,CARD,,SUCCESS,2026-08-18 13:04:43.185226
PAY_002970,CUST_00401,1519.1,UPI,,SUCCESS,2026-08-24 22:03:43.186173
PAY_002971,CUST_04904,10964.52,NETBANKING,,SUCCESS,2026-08-21 21:30:43.186771
PAY_002972,CUST_04331,1017.9,NETBANKING,,SUCCESS,2026-08-20 23:42:43.187311
PAY_002973,CUST_03033,1380.29,WALLET,,SUCCESS,2026-08-17 11:05:43.187839
PAY_002974,CUST_04629,1488.19,UPI,BANK_TIMEOUT,FAILED,2026-08-21 17:10:43.188359
PAY_002975,CUST_02535,2239.68,NETBANKING,,SUCCESS,2026-08-13 20:28:43.189428
PAY_002976,CUST_01745,405.33,CARD,,SUCCESS,2026-08-16 18:06:43.191149
PAY_002977,CUST_01484,1229.02,NETBANKING,,SUCCESS,2026-08-01 15:16:43.191783
PAY_002978,CUST_02955,6379.1,CARD,,SUCCESS,2026-08-19 21:10:43.192512
PAY_002979,CUST_01098,902.84,NETBANKING,INSUFFICIENT_FUNDS,FAILED,2026-08-18 23:11:43.193345
PAY_002980,CUST_00448,2421.66,WALLET,,SUCCESS,2026-08-17 12:59:43.193946
PAY_002981,CUST_02263,917.45,UPI,,SUCCESS,2026-08-19 11:41:43.194482
PAY_002982,CUST_04173,2017.97,NETBANKING,,SUCCESS,2026-08-04 15:45:43.195032
PAY_002983,CUST_04914,1278.31,CARD,NETWORK_ERROR,FAILED,2026-08-16 17:31:43.195541
PAY_002984,CUST_00144,869.47,CARD,,SUCCESS,2026-08-18 21:19:43.196107
PAY_002985,CUST_04567,935.93,NETBANKING,,SUCCESS,2026-08-21 21:35:43.196631
PAY_002986,CUST_01976,1619.89,NETBANKING,NETWORK_ERROR,FAILED,2026-07-31 09:45:43.197183
PAY_002987,CUST_01048,1741.09,WALLET,,SUCCESS,2026-08-06 11:33:43.197717
PAY_002988,CUST_01850,2559.02,UPI,,SUCCESS,2026-08-23 01:19:43.198272
PAY_002989,CUST_01166,1694.68,WALLET,,SUCCESS,2026-08-06 15:31:43.198878
PAY_002990,CUST_00189,1860.22,WALLET,,SUCCESS,2026-07-29 19:04:43.199614
PAY_002991,CUST_03474,972.65,UPI,,SUCCESS,2026-08-02 03:40:43.200518
PAY_002992,CUST_03612,1236.64,CARD,,SUCCESS,2026-08-04 10:00:43.201097
PAY_002993,CUST_00073,1709.25,NETBANKING,,SUCCESS,2026-08-12 03:05:43.201612
PAY_002994,CUST_00318,711.23,WALLET,NETWORK_ERROR,FAILED,2026-07-30 04:21:43.202161
PAY_002995,CUST_03618,1964.26,CARD,,SUCCESS,2026-08-23 06:23:43.202685
PAY_002996,CUST_03815,1591.8,WALLET,,SUCCESS,2026-08-19 02:57:43.203241
PAY_002997,CUST_00429,8932.91,CARD,,SUCCESS,2026-08-16 20:50:43.203776
PAY_002998,CUST_00216,1007.73,WALLET,BANK_DECLINED,FAILED,2026-08-15 11:09:43.204341
PAY_002999,CUST_03694,5473.54,CARD,,SUCCESS,2026-08-09 12:25:43.204875
PAY_003000,CUST_01562,591.78,WALLET,,SUCCESS,2026-08-25 16:22:43.205617
PAY_003001,CUST_00414,1978.34,CARD,,SUCCESS,2026-07-28 09:51:43.206443
PAY_003002,CUST_03925,1663.38,WALLET,,SUCCESS,2026-08-25 18:59:43.207246
PAY_003003,CUST_03328,2178.4,NETBANKING,,SUCCESS,2026-08-10 10:11:43.207790
PAY_003004,CUST_00134,585.85,WALLET,,SUCCESS,2026-08-06 22:20:43.208319
PAY_003005,CUST_01498,794.09,WALLET,,SUCCESS,2026-08-22 17:10:43.208829
PAY_003006,CUST_02976,7843.25,NETBANKING,,SUCCESS,2026-08-16 09:14:43.209361
PAY_003007,CUST_01337,958.32,NETBANKING,,SUCCESS,2026-08-05 00:12:43.209900
PAY_003008,CUST_00411,1639.61,CARD,AUTHENTICATION_FAILED,FAILED,2026-07-28 10:21:43.210445
PAY_003009,CUST_02878,430.79,CARD,,SUCCESS,2026-08-25 03:14:43.210982
PAY_003010,CUST_02567,1251.13,NETBANKING,,SUCCESS,2026-08-24 14:28:43.211498
PAY_003011,CUST_01786,1995.27,UPI,,SUCCESS,2026-08-19 13:28:43.212114
PAY_003012,CUST_00915,1531.11,UPI,BANK_DECLINED,FAILED,2026-08-23 04:18:43.212635
PAY_003013,CUST_02737,2030.37,NETBANKING,,SUCCESS,2026-08-06 03:58:43.213167
PAY_003014,CUST_04097,1727.42,CARD,,SUCCESS,2026-08-06 22:46:43.213727
PAY_003015,CUST_03742,824.33,CARD,,SUCCESS,2026-08-16 08:39:43.214394
PAY_003016,CUST_04606,786.84,CARD,,SUCCESS,2026-08-03 02:20:43.215243
PAY_003017,CUST_03437,573.33,UPI,AUTHENTICATION_FAILED,FAILED,2026-08-24 09:55:43.215790
PAY_003018,CUST_03368,1435.65,CARD,,SUCCESS,2026-08-13 16:02:43.216312
PAY_003019,CUST_04245,9982.53,WALLET,,SUCCESS,2026-08-19 03:27:43.216832
PAY_003020,CUST_02805,704.07,CARD,,SUCCESS,2026-07-30 08:38:43.217364
PAY_003021,CUST_03266,627.78,UPI,,SUCCESS,2026-08-22 04:00:43.217885
PAY_003022,CUST_03816,892.03,CARD,,SUCCESS,2026-08-02 11:39:43.218403
PAY_003023,CUST_04789,927.29,WALLET,AUTHENTICATION_FAILED,FAILED,2026-08-09 23:54:43.218922
PAY_003024,CUST_04405,9344.01,CARD,,SUCCESS,2026-08-02 11:59:43.219439
PAY_003025,CUST_04166,1066.77,CARD,,SUCCESS,2026-08-26 09:19:43.220012
PAY_003026,CUST_02343,1919.79,CARD,,SUCCESS,2026-08-14 09:25:43.220565
PAY_003027,CUST_00275,2129.54,UPI,,SUCCESS,2026-08-03 23:45:43.221518
PAY_003028,CUST_03529,1492.9,UPI,,SUCCESS,2026-08-08 20:44:43.222394
PAY_003029,CUST_00720,2193.52,UPI,,SUCCESS,2026-08-05 10:32:43.223159
PAY_003030,CUST_02186,2154.57,CARD,INSUFFICIENT_FUNDS,FAILED,2026-07-30 01:43:43.223918
PAY_003031,CUST_01660,1645.97,NETBANKING,,SUCCESS,2026-08-05 17:48:43.224471
PAY_003032,CUST_02557,2112.04,CARD,,SUCCESS,2026-08-21 18:52:43.225032
PAY_003033,CUST_00484,7408.7,CARD,,SUCCESS,2026-07-28 15:41:43.225548
PAY_003034,CUST_01694,1122.46,UPI,,SUCCESS,2026-08-23 17:37:43.226107
PAY_003035,CUST_00996,799.94,CARD,,SUCCESS,2026-08-26 18:15:43.226620
PAY_003036,CUST_02415,1830.81,WALLET,,SUCCESS,2026-08-08 19:25:43.227339
PAY_003037,CUST_01433,5518.14,WALLET,,SUCCESS,2026-08-02 21:23:43.228314
PAY_003038,CUST_03462,2797.54,NETBANKING,,SUCCESS,2026-07-30 05:29:43.229062
PAY_003039,CUST_03300,2809.29,WALLET,,SUCCESS,2026-08-15 08:15:43.229592
PAY_003040,CUST_02731,1683.43,WALLET,,SUCCESS,2026-08-19 04:35:43.230147
PAY_003041,CUST_03060,1217.1,WALLET,,SUCCESS,2026-08-21 00:59:43.230673
PAY_003042,CUST_02336,1021.51,CARD,,SUCCESS,2026-08-23 10:41:43.231202
PAY_003043,CUST_00606,1108.15,NETBANKING,,SUCCESS,2026-08-13 04:54:43.231717
PAY_003044,CUST_01277,1150.49,WALLET,NETWORK_ERROR,FAILED,2026-08-09 16:15:43.232237
PAY_003045,CUST_01559,1334.89,UPI,,SUCCESS,2026-08-12 11:18:43.232762
PAY_003046,CUST_03259,1142.6,UPI,,SUCCESS,2026-08-16 23:25:43.233283
PAY_003047,CUST_04933,908.2,CARD,,SUCCESS,2026-08-06 07:25:43.233816
PAY_003048,CUST_02967,1163.34,CARD,,SUCCESS,2026-07-28 05:55:43.234360
PAY_003049,CUST_03948,6933.34,WALLET,,SUCCESS,2026-08-15 15:49:43.235164
PAY_003050,CUST_02157,929.24,CARD,,SUCCESS,2026-08-06 19:20:43.235880
PAY_003051,CUST_03294,832.92,WALLET,,SUCCESS,2026-08-05 13:30:43.236412
PAY_003052,CUST_03204,616.77,NETBANKING,,SUCCESS,2026-08-17 11:18:43.236942
PAY_003053,CUST_02967,100.0,WALLET,,SUCCESS,2026-08-24 10:47:43.237456
PAY_003054,CUST_03777,2646.48,CARD,,SUCCESS,2026-07-28 15:48:43.237979
PAY_003055,CUST_02879,1938.93,NETBANKING,,SUCCESS,2026-08-09 18:20:43.238543
