amount,lifetime_value,orders_count,successful_payments,failed_payments,previous_recovery_success,contact_count,payment_method_CARD,payment_method_NETBANKING,payment_method_UPI,payment_method_WALLET,failure_reason_AUTHENTICATION_FAILED,failure_reason_BANK_DECLINED,failure_reason_BANK_TIMEOUT,failure_reason_INSUFFICIENT_FUNDS,failure_reason_NETWORK_ERROR,segment_frequent_failure,segment_high_value,segment_occasional,segment_price_sensitive,segment_reliable,segment_unresponsive,recovered
1200.99,6544.57,5,4,1,0.55,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
640.12,3354.94,4,3,1,0.6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1556.36,7589.05,5,5,0,0.55,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1717.96,2068.08,1,1,0,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
815.69,2618.47,4,2,2,0.6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
507.54,5949.66,6,4,2,0.25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
669.19,2931.34,5,4,1,0.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
882.02,2226.48,5,5,0,0.6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
803.93,3696.09,4,4,0,0.55,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
990.66,9778.44,10,6,4,0.35,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
600.35,6112.84,7,5,2,0.35,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1158.15,5318.4,5,3,2,0.25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023.93,5570.93,3,3,0,0.55,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1416.27,5958.71,4,4,0,0.55,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
712.27,3044.73,4,2,2,0.35,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
560.07,1441.61,2,2,0,0.55,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1099.42,4147.4,3,2,1,0.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
131.31,1775.39,7,4,3,0.35,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2531.44,6639.91,3,3,0,0.75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2152.03,1613.44,1,1,0,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1034.32,8074.4,9,6,3,0.35,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1161.83,9366.72,12,8,4,0.35,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1494.88,5634.92,5,4,1,0.35,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1103.48,14116.58,11,10,1,0.35,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1837.88,5396.79,3,3,0,0.55,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1440.98,5185.11,5,5,0,0.6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
924.18,4763.57,9,4,5,0.35,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1494.63,8923.36,5,5,0,0.35,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1431.64,9094.2,8,6,2,0.55,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
820.41,3709.4,4,4,0,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1548.29,5399.82,4,4,0,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
456.51,1775.39,7,4,3,0.35,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1650.9,3815.45,3,3,0,0.55,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
635.93,1729.9,2,1,1,0.25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
100.0,1857.52,7,4,3,0.35,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1207.01,2866.02,2,2,0,0.35,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
224.81,2457.23,4,2,2,0.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
423.89,2735.22,7,2,5,0.35,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
458.08,2364.5,3,3,0,0.6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
730.75,1649.45,3,2,1,0.35,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1834.13,30992.91,17,17,0,0.75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6371.77,31613.13,5,3,2,0.8,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
6443.28,46911.89,7,6,1,0.8,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
100.0,3655.61,5,2,3,0.35,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1642.34,6856.71,5,4,1,0.35,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
613.87,3899.34,8,3,5,0.35,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1279.29,6397.07,4,4,0,0.55,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
761.85,3760.78,4,3,1,0.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1678.06,5965.46,3,3,0,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1069.34,9202.73,9,8,1,0.55,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1066.99,7013.35,7,6,1,0.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
351.64,6168.17,8,7,1,0.6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
1099.47,6073.45,5,4,1,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
789.81,2355.0,2,2,0,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
637.44,3040.69,4,4,0,0.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
876.17,7459.64,8,4,4,0.35,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1496.89,3295.84,3,3,0,0.55,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1877.41,11548.48,7,6,1,0.55,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
953.22,5639.43,6,4,2,0.35,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
744.3,3736.29,5,4,1,0.55,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
312.58,2038.5,4,3,1,0.6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
847.79,3696.09,4,4,0,0.55,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
206.22,2024.01,5,2,3,0.35,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
8274.38,68606.51,8,8,0,0.8,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1556.64,6895.88,5,5,0,0.55,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
7513.47,45853.19,6,6,0,0.8,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1792.59,4187.35,3,3,0,0.6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2124.62,13419.14,7,6,1,0.75,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1355.84,4769.52,5,5,0,0.55,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1648.6,8103.61,4,4,0,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1389.43,13812.11,9,8,1,0.55,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
891.37,2328.26,4,3,1,0.25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
986.01,6100.05,8,6,2,0.35,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
557.53,3320.28,5,3,2,0.6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2368.06,11461.93,5,5,0,0.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2294.19,4137.52,2,2,0,0.35,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1650.45,20800.06,13,13,0,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
861.51,7109.98,8,6,2,0.35,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
9664.95,37446.97,4,4,0,0.8,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
789.93,4739.77,5,5,0,0.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1218.31,5107.17,3,3,0,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
431.67,3655.61,5,2,3,0.35,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1730.9,5900.14,4,4,0,0.25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
869.28,3953.5,5,5,0,0.6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
878.1,570.96,1,1,0,0.55,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
163.16,4143.35,8,4,4,0.35,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
5401.69,17585.08,3,3,0,0.8,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
752.31,4177.72,5,3,2,0.6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
379.01,8060.17,12,6,6,0.35,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2035.99,9581.2,5,5,0,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
320.83,8782.95,13,12,1,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
985.91,2392.73,2,2,0,0.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1386.55,2968.76,2,2,0,0.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2142.0,16477.83,7,7,0,0.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
969.6,4594.71,4,4,0,0.55,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1305.88,7409.35,5,5,0,0.55,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2647.97,12817.02,6,5,1,0.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6226.12,41314.85,7,7,0,0.8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
795.35,3008.6,4,2,2,0.6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1609.03,5246.58,3,3,0,0.55,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
666.01,3381.52,5,4,1,0.6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2129.23,15931.97,7,7,0,0.75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
878.29,7750.43,8,6,2,0.6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1095.71,3628.86,5,3,2,0.55,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1835.43,3653.6,2,2,0,0.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
892.72,6611.52,6,5,1,0.35,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
327.54,2695.83,5,2,3,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
355.9,9576.88,12,10,2,0.35,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1016.09,2785.56,3,3,0,0.6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
848.48,2957.57,4,2,2,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2324.18,9247.1,5,5,0,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1127.73,5052.9,6,5,1,0.6,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
100.0,3452.65,7,4,3,0.35,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
300.45,0.0,1,0,1,0.35,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
604.41,6334.04,7,5,2,0.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
321.56,2430.59,5,3,2,0.6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1330.53,13765.6,10,10,0,0.75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
972.87,1876.05,3,1,2,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
10509.62,61624.04,6,6,0,0.8,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
497.26,4143.35,8,4,4,0.35,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
315.46,2788.17,3,2,1,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
661.17,4689.75,5,3,2,0.55,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
522.14,7336.4,9,5,4,0.35,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1580.05,14222.81,8,8,0,0.75,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
658.81,3186.42,6,4,2,0.6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
759.07,1769.08,2,2,0,0.6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1452.1,2827.95,2,2,0,0.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1036.36,8060.17,12,6,6,0.35,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
677.74,4767.14,6,3,3,0.35,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1377.24,1209.22,1,1,0,0.25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1233.86,6856.71,5,4,1,0.35,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1242.64,6151.53,7,4,3,0.35,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1137.62,13477.52,10,8,2,0.25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1643.81,22198.3,11,11,0,0.75,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1153.81,11719.21,8,8,0,0.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
394.18,2213.39,4,3,1,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
588.23,10056.36,10,8,2,0.35,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1264.29,6824.31,5,5,0,0.6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
919.0,3527.84,3,2,1,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1255.04,5600.11,5,5,0,0.6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2336.93,11049.28,5,5,0,0.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
756.53,5327.16,5,3,2,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
326.24,3678.93,6,5,1,0.35,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1422.9,11603.81,10,10,0,0.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1096.11,1213.39,2,1,1,0.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
893.79,10583.79,10,8,2,0.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
748.91,3491.46,3,3,0,0.6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
945.01,2573.38,5,5,0,0.75,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1023.65,5221.29,5,4,1,0.55,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
928.04,2941.01,4,2,2,0.55,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1263.84,8871.38,7,5,2,0.35,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1403.65,9682.84,5,5,0,0.55,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
878.24,13713.0,12,9,3,0.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1174.78,11353.11,9,8,1,0.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1456.27,7421.54,5,4,1,0.55,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1409.77,3496.5,3,2,1,0.55,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1272.67,2036.73,2,2,0,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
546.08,2545.46,5,4,1,0.6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
1196.6,3094.42,3,3,0,0.6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
4361.6,20410.41,5,4,1,0.8,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1628.36,8769.06,6,5,1,0.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
894.37,3983.7,4,2,2,0.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1850.8,5137.07,3,3,0,0.25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1655.46,1738.84,1,1,0,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
712.78,9492.48,9,8,1,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1395.76,10942.51,6,6,0,0.55,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1442.62,4154.9,4,4,0,0.6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1997.1,1744.76,1,1,0,0.25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1121.96,3300.39,3,3,0,0.55,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1264.0,1885.18,2,2,0,0.55,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1429.17,7892.31,6,6,0,0.75,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
1801.23,11632.58,6,6,0,0.75,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
777.42,2781.98,3,2,1,0.55,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1019.59,5714.25,7,4,3,0.6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
763.64,4437.71,5,3,2,0.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1250.42,4295.69,4,4,0,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1030.92,11318.6,9,6,3,0.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1745.11,1766.34,1,1,0,0.55,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1012.01,1165.72,1,1,0,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2154.57,6212.14,3,3,0,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1600.47,10089.54,5,5,0,0.55,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1521.94,9519.04,6,6,0,0.75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3765.22,23255.33,6,5,1,0.8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1436.56,10467.9,13,7,6,0.35,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1316.46,5984.96,5,4,1,0.55,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
100.0,2509.46,6,3,3,0.35,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1414.1,9808.25,8,7,1,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
948.54,4194.74,5,5,0,0.6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
100.0,2558.17,6,6,0,0.6,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
100.0,5055.78,12,7,5,0.35,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1578.62,5736.94,4,4,0,0.55,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
845.43,6686.27,6,6,0,0.55,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
886.62,6545.38,7,6,1,0.35,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
988.43,0.0,1,0,1,0.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1224.84,2656.25,2,2,0,0.35,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11627.43,79757.32,7,7,0,0.8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1566.53,7447.04,7,6,1,0.55,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
578.03,2677.09,4,2,2,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1868.26,5149.95,4,3,1,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1288.35,3536.64,4,3,1,0.35,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
859.8,2861.41,3,3,0,0.6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2126.37,10330.06,8,6,2,0.55,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1353.77,2861.41,3,3,0,0.6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1810.39,10090.44,7,7,0,0.55,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
495.95,7167.58,5,4,1,0.55,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
524.11,3561.64,4,4,0,0.6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
7857.92,58823.55,8,8,0,0.8,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1053.83,9560.42,11,7,4,0.35,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
735.11,5968.7,5,5,0,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1714.93,9505.66,6,6,0,0.55,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
461.33,1852.15,5,5,0,0.55,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1618.25,7134.39,6,4,2,0.55,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
4289.88,12049.4,3,2,1,0.8,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1083.08,7878.28,8,5,3,0.35,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
877.18,4601.08,9,5,4,0.35,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1106.79,1688.97,2,2,0,0.55,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
871.54,6335.37,7,5,2,0.25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
1035.1,4102.66,4,3,1,0.35,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1349.57,4142.95,4,3,1,0.35,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
636.52,10630.73,8,7,1,0.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
853.44,14425.04,13,13,0,0.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
976.02,7256.11,6,6,0,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1308.38,18596.09,13,12,1,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
779.91,4139.1,8,3,5,0.35,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
100.0,5065.72,8,5,3,0.35,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
665.74,1230.18,2,1,1,0.25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
449.83,1775.39,7,4,3,0.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1340.75,4732.94,6,6,0,0.6,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1273.26,8769.06,6,5,1,0.35,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
3404.08,26435.33,8,5,3,0.8,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4969.68,32184.22,7,6,1,0.8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1839.56,9314.02,5,5,0,0.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
421.86,2361.58,2,2,0,0.55,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
951.13,4634.5,6,3,3,0.35,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1455.53,8769.06,6,5,1,0.35,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1403.39,4552.37,4,3,1,0.6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1337.78,11413.39,9,9,0,0.55,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2031.67,14126.6,10,9,1,0.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
993.65,7992.1,8,6,2,0.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
6880.82,45631.59,7,7,0,0.8,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1468.28,9616.97,8,6,2,0.35,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1382.92,5179.75,5,5,0,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
896.28,1410.51,1,1,0,0.55,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1087.86,9938.19,7,6,1,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1480.52,13713.0,12,9,3,0.35,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
586.41,2430.4,3,3,0,0.6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1149.36,5619.32,6,6,0,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
557.68,6599.09,9,7,2,0.6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
873.88,2036.73,2,2,0,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1753.31,12735.96,6,6,0,0.75,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
535.29,1899.09,4,3,1,0.6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1187.2,7572.78,10,7,3,0.35,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1911.68,5251.61,3,3,0,0.55,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
783.76,4210.54,5,5,0,0.75,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1147.58,5087.3,5,4,1,0.6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
251.71,2684.95,11,7,4,0.35,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1244.0,1697.74,2,2,0,0.25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
